ID_Equipo,Fecha_Servicio,Ciudad,Sector_Industrial,Magnitud,Tipo_Instrumento,Temp_Ambiente_C,Humedad_Relativa_perc,Presion_Barometrica_hPa,Incertidumbre,Error_Encontrado,Dias_Desde_Ultima_Calibracion,Estado_Final
EQ-3755-0778,2025-09-14,Quito,Alimentos,Temperatura,Estufa de incubación,16.4,45.2,734.6,0.07,0.21,366.0,Cumple
EQ-9761-0779,2025-12-10,Quito,Alimentos,Volumen,Pipeta de pistón,16.5,65.2,733.1,0.008,0.008,418.0,Cumple
EQ-5177-0780,2026-04-24,Quito,Alimentos,Volumen,Pipeta de pistón,18.9,61.5,734.9,0.007,0.019,472.0,Cumple
EQ-1298-0781,2026-02-23,Quito,Petrolero,Temperatura,Estufa de incubación,15.7,52.2,732.1,0.05,0.21,377.0,Cumple
EQ-1756-0782,2025-10-09,Quito,Manufactura,Volumen,Bureta digital,15.4,55.1,738.8,0.009,0.014,365.0,Cumple
EQ-2165-0783,2025-11-08,Quito,Farmacéutico,Presión,Manómetro analógico,14.1,54.9,737.0,0.14,0.41,358.0,No Cumple
EQ-9533-0784,2026-04-07,Cuenca,Alimentos,Masa,Balanza industrial,14.1,58.2,746.9,0.018,0.018,318.0,Cumple
EQ-2960-0785,2025-08-16,Cuenca,Manufactura,Volumen,Pipeta de pistón,14.7,55.1,750.5,0.007,0.018,388.0,Cumple
EQ-6487-0786,2025-09-09,Quito,Alimentos,Volumen,Matraz aforado,16.5,53.5,732.2,0.009,0.024,564.0,Cumple
EQ-3510-0787,2025-11-14,Cuenca,Alimentos,Masa,Balanza analítica,14.4,55.3,751.7,0.026,0.026,368.0,Cumple
EQ-6030-0788,2025-08-30,Cuenca,Alimentos,Masa,Balanza industrial,14.1,63.9,751.8,0.022,0.016,310.0,Cumple
EQ-8713-0789,2026-02-19,Quito,Manufactura,Volumen,Pipeta de pistón,15.3,52.4,733.4,0.007,0.017,400.0,Cumple
EQ-4965-0790,2026-06-16,Quito,Petrolero,Volumen,Pipeta de pistón,17.9,60.2,727.9,0.008,0.025,558.0,Cumple
EQ-6279-0791,2026-06-14,Quito,Farmacéutico,Temperatura,Estufa de incubación,16.5,58.4,737.4,0.05,0.17,340.0,Cumple
EQ-8678-0792,2026-06-27,Cuenca,Alimentos,Temperatura,Estufa de incubación,15.9,68.7,752.0,0.05,0.21,333.0,Cumple
EQ-4973-0793,2025-09-21,Manta,Manufactura,Presión,Manómetro analógico,21.0,70.4,1005.9,0.10,0.11,305.0,Cumple
EQ-7554-0794,2026-01-09,Guayaquil,Farmacéutico,Masa,Balanza analítica,25.4,85.5,1010.3,0.019,0.034,340.0,Cumple
EQ-4906-0795,2025-11-13,Guayaquil,Alimentos,Masa,Balanza de precisión,25.8,78.1,1017.5,0.021,0.060,319.0,No Cumple
EQ-9422-0796,2025-10-23,Cuenca,Manufactura,Presión,Transmisor de presión,14.7,63.7,751.1,0.13,1.13,828.0,No Cumple
EQ-6121-0797,2026-01-25,Guayaquil,Petrolero,Presión,Vacuómetro,25.6,74.6,1010.9,0.14,0.22,380.0,Cumple
EQ-7862-0798,2026-01-19,Guayaquil,Alimentos,Temperatura,Termómetro digital,25.9,71.1,1011.0,0.03,0.26,351.0,Cumple
EQ-1676-0799,2025-09-16,Cuenca,Alimentos,Volumen,Bureta digital,13.4,57.6,746.8,0.007,0.005,334.0,Cumple
EQ-9011-0800,2026-03-22,Guayaquil,Petrolero,Volumen,Pipeta de pistón,26.7,74.8,1015.6,0.008,0.120,348.0,No Cumple
EQ-5083-0801,2025-09-26,Guayaquil,Alimentos,Masa,Balanza de precisión,24.9,75.4,1013.2,0.026,0.051,371.0,No Cumple
EQ-4019-0802,2026-04-20,Guayaquil,Manufactura,Volumen,Matraz aforado,30.0,79.4,1012.4,0.008,0.012,328.0,Cumple
EQ-8184-0803,2025-07-13,Manta,Manufactura,Volumen,Bureta digital,25.9,74.3,1010.6,0.007,0.005,319.0,Cumple
EQ-4090-0804,2026-06-03,Quito,Farmacéutico,Presión,Manómetro analógico,17.8,49.9,734.0,0.14,0.33,338.0,No Cumple
EQ-2863-0805,2026-05-10,Guayaquil,Alimentos,Temperatura,Termocupla,24.0,69.7,1013.5,0.06,0.55,788.0,No Cumple
EQ-8803-0806,2025-09-28,Quito,Manufactura,Presión,Transmisor de presión,16.3,53.8,736.9,0.11,0.32,342.0,No Cumple
EQ-7252-0807,2025-07-08,Manta,Alimentos,Volumen,Bureta digital,24.1,70.3,1012.0,0.007,0.014,321.0,Cumple
EQ-8910-0808,2026-03-28,Guayaquil,Petrolero,Presión,Manómetro analógico,26.5,69.3,1015.1,0.11,0.45,693.0,No Cumple
EQ-9682-0809,2025-09-07,Quito,Farmacéutico,Volumen,Pipeta de pistón,20.2,54.4,733.3,0.009,0.024,347.0,Cumple
EQ-1267-0810,2026-06-26,Guayaquil,Alimentos,Volumen,Bureta digital,25.3,77.4,1013.4,0.008,0.018,369.0,Cumple
EQ-9174-0811,2025-12-06,Guayaquil,Alimentos,Temperatura,Estufa de incubación,27.6,73.6,1009.7,0.05,0.18,344.0,Cumple
EQ-4580-0812,2025-09-18,Quito,Alimentos,Masa,Balanza de precisión,,,,0.027,0.010,,Cumple
EQ-7303-0813,2026-05-20,Guayaquil,Farmacéutico,Presión,Transmisor de presión,24.3,80.7,1014.9,0.18,0.15,350.0,Cumple
EQ-1557-0814,2025-09-18,Guayaquil,Manufactura,Masa,Balanza de precisión,28.3,86.5,1011.2,0.023,0.044,330.0,No Cumple
EQ-9675-0815,2025-07-14,Cuenca,Manufactura,Temperatura,Termómetro digital,16.7,66.6,747.0,0.07,0.12,330.0,Cumple
EQ-8625-0816,2025-11-28,Guayaquil,Manufactura,Presión,Vacuómetro,29.4,77.8,1011.0,0.15,0.18,370.0,Cumple
EQ-3298-0817,2025-09-08,Guayaquil,Manufactura,Temperatura,Estufa de incubación,26.4,81.4,1013.4,0.05,0.21,382.0,Cumple
EQ-5827-0818,2026-01-23,Guayaquil,Alimentos,Masa,Balanza analítica,28.8,73.6,1009.0,0.026,0.038,565.0,No Cumple
EQ-4949-0819,2025-09-22,Quito,Petrolero,Temperatura,Estufa de incubación,18.1,59.7,736.2,0.04,0.15,365.0,Cumple
EQ-9541-0820,2026-03-25,Manta,Alimentos,Masa,Balanza de precisión,23.1,81.9,1010.8,0.016,0.066,362.0,No Cumple
EQ-6142-0821,2025-10-23,Quito,Alimentos,Presión,Vacuómetro,15.1,57.6,736.0,0.10,0.81,614.0,No Cumple
EQ-5379-0822,2026-02-25,Quito,Petrolero,Volumen,Pipeta de pistón,12.8,58.5,733.7,0.007,0.036,556.0,No Cumple
EQ-8073-0823,2026-06-20,Quito,Manufactura,Presión,Transmisor de presión,17.8,59.9,736.2,0.11,0.16,331.0,Cumple
EQ-1430-0824,2025-07-13,Manta,Alimentos,Presión,Vacuómetro,26.7,79.1,1010.8,0.13,0.22,396.0,Cumple
EQ-6791-0825,2026-06-15,Guayaquil,Farmacéutico,Masa,Balanza analítica,26.9,74.3,1011.3,0.026,0.030,384.0,Cumple
EQ-9519-0826,2026-05-01,Quito,Farmacéutico,Volumen,Matraz aforado,15.5,52.3,738.0,0.008,0.009,403.0,Cumple
EQ-3725-0827,2026-05-21,Quito,Alimentos,Presión,Manómetro analógico,19.1,50.2,735.1,0.13,0.23,366.0,Cumple
EQ-9689-0828,2026-06-24,Quito,Alimentos,Masa,Balanza analítica,16.3,52.3,732.8,0.021,0.010,332.0,Cumple
EQ-3001-0829,2026-01-03,Manta,Alimentos,Presión,Vacuómetro,26.2,77.8,1009.9,0.12,0.25,357.0,Cumple
EQ-7037-0830,2025-07-23,Guayaquil,Alimentos,Masa,Balanza de precisión,21.9,76.0,1008.8,0.026,0.064,403.0,No Cumple
EQ-4552-0831,2026-01-12,Guayaquil,Manufactura,Masa,Balanza industrial,27.9,82.0,1009.0,0.023,0.081,458.0,No Cumple
EQ-2244-0832,2025-07-31,Guayaquil,Alimentos,Presión,Vacuómetro,27.9,81.3,1013.3,0.13,0.20,545.0,Cumple
EQ-3786-0833,2026-05-28,Quito,Manufactura,Temperatura,Termocupla,14.6,51.5,736.8,0.07,0.19,324.0,Cumple
EQ-8492-0834,2025-08-31,Cuenca,Manufactura,Masa,Balanza de precisión,15.1,51.0,750.9,0.017,0.023,431.0,Cumple
EQ-7642-0835,2026-04-04,Cuenca,Alimentos,Temperatura,Termómetro digital,16.1,61.9,751.2,0.05,0.15,371.0,Cumple
EQ-2819-0836,2026-03-24,Guayaquil,Farmacéutico,Volumen,Matraz aforado,25.9,81.9,1011.5,0.009,0.028,955.0,Cumple
EQ-2731-0837,2026-04-28,Manta,Alimentos,Masa,Balanza industrial,24.1,81.6,1015.3,0.025,0.044,342.0,Cumple
EQ-7814-0838,09/06/2026,Quito,Manufactura,Temperatura,Termómetro digital,16.3,54.1,733.1,0.06,0.31,526.0,Cumple
EQ-7568-0839,2026-04-11,Cuenca,Manufactura,Masa,Balanza analítica,14.7,66.6,750.9,0.020,0.025,375.0,Cumple
EQ-1094-0840,2026-02-16,Guayaquil,Farmacéutico,Volumen,Bureta digital,24.1,69.2,1015.9,0.008,0.010,370.0,Cumple
EQ-5002-0841,2025-07-06,Quito,Farmacéutico,Presión,Manómetro analógico,15.4,45.9,737.4,0.14,0.44,425.0,No Cumple
EQ-4221-0842,2025-11-30,Cuenca,Alimentos,Presión,Manómetro analógico,14.7,62.9,750.8,0.12,0.84,515.0,No Cumple
EQ-1837-0843,2025-09-01,Quito,Manufactura,Presión,Manómetro analógico,14.9,49.8,735.5,0.14,0.37,344.0,No Cumple
EQ-5303-0844,2025-12-08,Quito,Petrolero,Masa,Balanza analítica,14.2,55.6,737.6,0.028,0.025,588.0,Cumple
EQ-3768-0845,2025-08-31,Guayaquil,Alimentos,Masa,Balanza industrial,27.9,77.5,1008.0,0.031,0.065,658.0,No Cumple
EQ-9597-0846,2026-02-22,Manta,Manufactura,Temperatura,Estufa de incubación,24.2,75.5,1013.4,0.04,0.31,382.0,Cumple
EQ-5364-0847,2026-04-01,Quito,Alimentos,Temperatura,Termómetro digital,14.0,56.7,737.7,0.05,0.20,404.0,Cumple
EQ-7131-0848,2025-07-28,Cuenca,Manufactura,Temperatura,Estufa de incubación,16.5,60.3,749.4,0.05,0.17,378.0,Cumple
EQ-2385-0849,2025-08-23,Guayaquil,Manufactura,Temperatura,Termocupla,27.6,81.6,1009.2,0.07,0.14,359.0,Cumple
EQ-5183-0850,2025-10-28,Quito,Petrolero,Temperatura,Termómetro digital,13.5,58.9,734.2,0.05,0.18,362.0,No Cumple
EQ-3746-0851,2025-10-27,Quito,Manufactura,Masa,Balanza industrial,17.2,57.0,734.8,0.028,0.033,318.0,Cumple
EQ-1595-0852,2026-05-17,Guayaquil,Farmacéutico,Presión,Vacuómetro,29.7,78.7,1011.4,0.10,0.35,580.0,No Cumple
EQ-4580-0853,2025-09-12,Quito,Alimentos,Presión,Vacuómetro,16.5,44.0,735.9,0.12,2.16,552.0,No Cumple
EQ-2895-0854,2025-12-23,Quito,Alimentos,Presión,Manómetro analógico,15.8,56.1,735.3,0.13,0.36,364.0,No Cumple
EQ-8330-0855,2025-09-30,Quito,Petrolero,Masa,Balanza industrial,14.6,60.2,741.2,0.022,0.021,373.0,Cumple
EQ-1582-0856,2026-01-13,Quito,Manufactura,Volumen,Matraz aforado,20.1,54.2,732.8,0.009,0.016,370.0,Cumple
EQ-6827-0857,2026-04-29,Guayaquil,Farmacéutico,Presión,Vacuómetro,29.6,76.3,1012.9,0.11,0.16,340.0,Cumple
EQ-8650-0858,2026-01-03,Manta,Petrolero,Temperatura,Termómetro digital,22.9,80.5,1014.4,0.05,0.22,434.0,Cumple
EQ-9445-0859,2026-02-09,Guayaquil,Alimentos,Presión,Vacuómetro,27.7,76.1,1013.0,0.11,0.16,331.0,Cumple
EQ-1567-0860,2025-10-08,Cuenca,Alimentos,Presión,Vacuómetro,,,,0.17,0.45,,No Cumple
EQ-4113-0861,2026-05-27,Cuenca,Alimentos,Volumen,Bureta digital,16.4,59.6,747.0,0.008,0.009,324.0,Cumple
EQ-8888-0862,2026-02-26,Cuenca,Farmacéutico,Volumen,Pipeta de pistón,15.0,58.7,755.0,0.008,0.014,328.0,Cumple
EQ-1770-0863,2026-03-27,Guayaquil,Alimentos,Masa,Balanza industrial,25.5,75.4,1013.5,0.029,0.061,407.0,No Cumple
EQ-5772-0864,2025-09-10,Quito,Alimentos,Masa,Balanza de precisión,16.3,50.3,732.6,0.027,0.020,289.0,Cumple
EQ-2492-0865,2026-02-25,Cuenca,Alimentos,Volumen,Pipeta de pistón,15.6,64.1,752.0,0.008,0.015,394.0,Cumple
EQ-3758-0866,2026-01-19,Cuenca,Alimentos,Presión,Transmisor de presión,15.3,62.0,745.8,0.11,0.26,341.0,Cumple
EQ-2073-0867,2026-06-21,Manta,Manufactura,Masa,Balanza de precisión,28.3,66.1,1012.7,0.032,0.021,334.0,Cumple
EQ-5573-0868,2025-07-17,Quito,Manufactura,Presión,Manómetro analógico,19.2,51.1,732.2,0.12,0.31,368.0,No Cumple
EQ-4352-0869,2026-05-26,Guayaquil,Manufactura,Temperatura,Termocupla,23.4,77.5,1012.3,0.04,0.28,377.0,Cumple
EQ-1119-0870,2026-03-19,Manta,Petrolero,Presión,Manómetro analógico,28.1,80.6,1009.8,0.10,0.17,338.0,Cumple
EQ-5700-0871,2025-09-07,Quito,Farmacéutico,Volumen,Matraz aforado,17.2,61.2,741.8,0.007,0.011,476.0,Cumple
EQ-1714-0872,2025.08.18,Guayaquil,Alimentos,Volumen,Pipeta de pistón,27.2,80.4,1010.9,0.009,0.013,399.0,Cumple
EQ-8723-0873,2026-06-18,Quito,Alimentos,Volumen,Bureta digital,14.6,59.6,735.6,0.008,0.013,296.0,Cumple
EQ-5249-0874,2026-04-28,Quito,Manufactura,Presión,Manómetro analógico,17.7,55.4,731.2,0.12,0.49,394.0,No Cumple
EQ-2168-0875,2026-01-23,Guayaquil,Farmacéutico,Masa,Balanza analítica,25.8,84.3,1007.5,0.015,0.049,354.0,No Cumple
EQ-9954-0876,2026-05-18,Guayaquil,Manufactura,Volumen,Matraz aforado,27.0,75.0,1013.8,0.008,0.012,349.0,No Cumple
EQ-3745-0877,2025-08-25,Guayaquil,Manufactura,Volumen,Pipeta de pistón,25.3,80.4,1011.4,0.006,0.027,714.0,Cumple
EQ-9969-0878,2025-09-28,Guayaquil,Alimentos,Volumen,Bureta digital,26.7,73.3,1010.5,0.009,0.033,1034.0,Cumple
EQ-9465-0879,2025-08-18,Manta,Petrolero,Volumen,Matraz aforado,24.6,80.2,1010.6,0.007,0.013,391.0,Cumple
EQ-9850-0880,2025-10-06,Manta,Petrolero,Temperatura,Estufa de incubación,22.0,77.6,1013.8,0.06,0.13,328.0,Cumple
EQ-4899-0881,2026-03-28,Quito,Farmacéutico,Volumen,Pipeta de pistón,16.0,55.5,736.3,0.007,0.032,511.0,No Cumple
EQ-9114-0882,2025-12-24,Guayaquil,Manufactura,Masa,Balanza industrial,23.3,76.3,1011.8,0.015,0.045,359.0,Cumple
EQ-1872-0883,2026-01-22,Cuenca,Alimentos,Masa,Balanza industrial,16.7,62.5,754.0,0.024,0.033,657.0,Cumple
EQ-9874-0884,2025-08-01,Guayaquil,Farmacéutico,Presión,Vacuómetro,,,,0.11,0.22,,Cumple
EQ-6767-0885,2026-02-19,Quito,Manufactura,Presión,Transmisor de presión,15.4,56.5,735.7,0.10,0.48,527.0,No Cumple
EQ-4740-0886,2025-07-22,Guayaquil,Alimentos,Temperatura,Termocupla,27.4,89.0,1015.3,0.05,0.35,322.0,Cumple
EQ-9794-0887,2025-07-11,Quito,Alimentos,Volumen,Pipeta de pistón,19.1,53.5,727.4,0.008,0.018,335.0,Cumple
EQ-7438-0888,2025-09-24,Quito,Alimentos,Volumen,Matraz aforado,18.6,58.6,727.9,0.008,0.008,370.0,Cumple
EQ-8602-0889,2025-09-04,Guayaquil,Alimentos,Masa,Balanza industrial,28.5,77.8,1010.9,0.024,0.052,509.0,No Cumple
EQ-2432-0890,2025-10-18,Cuenca,Manufactura,Masa,Balanza industrial,16.3,52.6,752.5,0.020,0.042,962.0,Cumple
EQ-4969-0891,2026-04-05,Guayaquil,Alimentos,Temperatura,Termómetro digital,28.5,78.6,1011.9,0.06,0.26,435.0,Cumple
EQ-1515-0892,2026-01-24,Guayaquil,Alimentos,Volumen,Matraz aforado,26.2,76.1,1013.0,0.007,0.013,364.0,Cumple
EQ-1247-0893,2026-06-19,Guayaquil,Alimentos,Masa,Balanza de precisión,28.0,77.5,1015.2,0.026,0.037,312.0,Cumple
EQ-7774-0894,2026-04-23,Quito,Petrolero,Presión,Transmisor de presión,16.1,55.3,733.2,0.11,0.79,857.0,No Cumple
EQ-7321-0895,2026-01-18,Guayaquil,Manufactura,Masa,Balanza analítica,28.5,74.9,1011.0,0.026,0.013,350.0,Cumple
EQ-2464-0896,2026-05-04,Cuenca,Alimentos,Volumen,Bureta digital,15.1,59.7,754.3,0.009,0.015,329.0,Cumple
EQ-8227-0897,2025-12-19,Guayaquil,Manufactura,Masa,Balanza analítica,25.4,80.7,1012.2,0.025,0.087,500.0,No Cumple
EQ-3924-0898,2025-10-13,Guayaquil,Manufactura,Temperatura,Termocupla,28.6,74.3,1008.9,0.04,0.11,310.0,Cumple
EQ-3811-0899,2025-11-11,Guayaquil,Alimentos,Masa,Balanza de precisión,20.9,71.8,1014.1,0.021,0.022,366.0,Cumple
EQ-4881-0900,2025-10-22,Quito,Farmacéutico,Volumen,Pipeta de pistón,,,,0.008,0.010,,Cumple
EQ-3696-0901,2025-09-03,Guayaquil,Alimentos,Temperatura,Estufa de incubación,25.6,80.9,1010.8,0.03,0.16,358.0,Cumple
EQ-4266-0902,2026-03-09,Quito,Farmacéutico,Masa,Balanza de precisión,17.0,56.1,731.0,0.037,0.028,325.0,No Cumple
EQ-9271-0903,2025-11-29,Guayaquil,Alimentos,Temperatura,Termómetro digital,,,,0.04,0.52,,No Cumple
EQ-6522-0904,2026-01-19,Guayaquil,Farmacéutico,Volumen,Bureta digital,26.5,77.0,1010.6,0.008,0.019,355.0,Cumple
EQ-7550-0905,2025-12-11,Quito,Petrolero,Presión,Vacuómetro,14.9,56.8,736.6,0.13,0.21,317.0,Cumple
EQ-5569-0906,2025-12-12,Cuenca,Alimentos,Presión,Manómetro analógico,14.0,64.2,749.1,0.13,0.49,372.0,No Cumple
EQ-3767-0907,2025-07-18,Manta,Alimentos,Masa,Balanza analítica,24.5,76.2,1009.3,0.020,0.057,694.0,Cumple
EQ-8669-0908,2025-08-03,Manta,Manufactura,Masa,Balanza de precisión,25.6,75.7,1013.3,0.031,0.057,360.0,Cumple
EQ-2514-0909,2025-10-12,Quito,Alimentos,Volumen,Matraz aforado,18.6,64.4,738.0,0.009,0.008,342.0,Cumple
EQ-1310-0910,2026-01-02,Quito,Farmacéutico,Volumen,Matraz aforado,14.7,47.5,736.7,0.008,0.010,350.0,Cumple
EQ-6641-0911,2025-08-31,Quito,Alimentos,Masa,Balanza industrial,15.6,53.5,738.7,0.023,0.011,369.0,Cumple
EQ-2217-0912,2025.07.27,Manta,Petrolero,Temperatura,Termocupla,26.2,81.8,1011.9,0.06,0.18,366.0,Cumple
EQ-3134-0913,2026-06-26,Quito,Farmacéutico,Temperatura,Termómetro digital,17.6,45.6,736.1,0.05,0.22,371.0,Cumple
EQ-9467-0914,2025-07-28,Guayaquil,Manufactura,Temperatura,Termocupla,27.1,76.8,1010.8,0.04,0.21,355.0,Cumple
EQ-4984-0915,2026-02-09,Quito,Petrolero,Masa,Balanza analítica,17.1,45.7,732.7,0.025,0.029,785.0,Cumple
EQ-8771-0916,2025-10-08,Quito,Manufactura,Temperatura,Termocupla,19.1,53.0,736.6,0.05,0.19,358.0,Cumple
EQ-3440-0917,2026-03-06,Guayaquil,Alimentos,Volumen,Matraz aforado,26.6,69.5,1014.3,0.007,0.015,344.0,Cumple
EQ-6282-0918,2025-08-06,Quito,Alimentos,Volumen,Bureta digital,16.4,58.6,737.6,0.007,0.012,355.0,Cumple
EQ-3878-0919,2026-02-28,Manta,Petrolero,Temperatura,Termómetro digital,24.3,74.0,1011.6,0.06,0.17,325.0,Cumple
EQ-9109-0920,2025-08-07,Quito,Alimentos,Presión,Transmisor de presión,18.6,64.1,737.5,0.12,0.42,331.0,No Cumple
EQ-2890-0921,2026-05-27,Guayaquil,Manufactura,Volumen,Matraz aforado,24.5,75.7,1014.1,0.008,0.011,359.0,Cumple
EQ-3272-0922,2025-09-02,Quito,Manufactura,Volumen,Bureta digital,15.5,57.1,734.3,0.007,0.010,301.0,Cumple
EQ-1024-0923,2025-09-25,Quito,Petrolero,Volumen,Matraz aforado,15.6,60.6,731.3,0.007,0.014,373.0,Cumple
EQ-7218-0924,2025-11-16,Quito,Petrolero,Masa,Balanza industrial,18.0,48.5,734.6,0.017,0.016,341.0,Cumple
EQ-2467-0925,2025-10-24,Cuenca,Manufactura,Presión,Vacuómetro,14.3,63.3,752.0,0.09,0.40,353.0,Cumple
EQ-9159-0926,2025-10-29,Guayaquil,Alimentos,Temperatura,Termómetro digital,23.0,77.0,1012.7,0.05,0.37,455.0,Cumple
EQ-7858-0927,2026-05-19,Guayaquil,Petrolero,Presión,Vacuómetro,25.6,74.7,1012.9,0.14,0.78,416.0,No Cumple
EQ-6547-0928,2026-01-04,Guayaquil,Manufactura,Masa,Balanza analítica,27.6,79.9,1010.9,0.020,0.052,328.0,No Cumple
EQ-9393-0929,2025-08-07,Cuenca,Manufactura,Volumen,Bureta digital,14.7,57.6,750.6,0.007,0.023,486.0,Cumple
EQ-6832-0930,2026-01-30,Quito,Manufactura,Masa,Balanza industrial,18.2,64.9,729.0,0.021,0.015,353.0,Cumple
EQ-2363-0931,2025-12-21,Guayaquil,Alimentos,Temperatura,Estufa de incubación,23.7,78.2,1011.4,0.05,0.20,330.0,Cumple
EQ-1344-0932,2026-04-10,Guayaquil,Petrolero,Volumen,Pipeta de pistón,27.3,78.6,1013.1,0.006,0.015,339.0,Cumple
EQ-5133-0933,2026-01-04,Quito,Petrolero,Volumen,Pipeta de pistón,16.4,48.4,733.1,0.007,0.014,349.0,Cumple
EQ-4899-0934,19/07/2025,Quito,Manufactura,Presión,Transmisor de presión,14.6,54.0,735.9,0.12,0.64,441.0,No Cumple
EQ-2893-0935,2026-05-01,Guayaquil,Manufactura,Temperatura,Termómetro digital,27.7,76.9,1013.0,0.04,0.09,262.0,Cumple
EQ-7180-0936,2026-04-11,Guayaquil,Farmacéutico,Temperatura,Estufa de incubación,21.8,77.4,1011.0,0.06,0.23,385.0,Cumple
EQ-5010-0937,2026-06-01,Guayaquil,Manufactura,Presión,Vacuómetro,28.5,80.7,1010.9,0.14,0.14,319.0,Cumple
EQ-5976-0938,2026-01-25,Quito,Alimentos,Masa,Balanza industrial,17.5,58.2,728.8,0.026,0.026,412.0,Cumple
EQ-3943-0939,2026-04-06,Guayaquil,Manufactura,Masa,Balanza de precisión,,,,0.023,0.034,,Cumple
EQ-6027-0940,2025-07-09,Guayaquil,Manufactura,Temperatura,Termómetro digital,24.1,78.1,1010.3,0.03,0.29,544.0,Cumple
EQ-9704-0941,2025-08-23,Guayaquil,Petrolero,Presión,Transmisor de presión,28.0,78.8,1011.9,0.16,0.18,345.0,Cumple
EQ-1171-0942,2025-12-14,Guayaquil,Alimentos,Temperatura,Termómetro digital,24.8,79.1,1010.9,0.05,0.30,758.0,Cumple
EQ-1467-0943,2025-11-07,Quito,Alimentos,Presión,Transmisor de presión,18.4,55.3,742.3,0.08,0.33,351.0,Cumple
EQ-6612-0944,2025-10-20,Manta,Manufactura,Masa,Balanza industrial,24.5,75.2,1009.8,0.018,0.041,385.0,Cumple
EQ-3875-0945,2025-08-25,Guayaquil,Manufactura,Presión,Manómetro analógico,26.9,75.6,1011.2,0.14,0.14,319.0,Cumple
EQ-8506-0946,2026-01-15,Quito,Alimentos,Volumen,Bureta digital,17.4,57.5,738.8,0.007,0.010,362.0,Cumple
EQ-2590-0947,2025-08-09,Cuenca,Manufactura,Temperatura,Estufa de incubación,15.9,58.8,751.9,0.05,0.23,361.0,Cumple
EQ-4975-0948,2025-07-22,Quito,Petrolero,Presión,Transmisor de presión,,,,0.12,0.55,,No Cumple
EQ-8724-0949,2025-10-08,Quito,Alimentos,Volumen,Bureta digital,15.9,46.8,734.0,0.010,0.015,372.0,Cumple
EQ-3607-0950,2026-05-18,Guayaquil,Manufactura,Masa,Balanza analítica,23.8,71.5,1010.4,0.023,0.018,326.0,Cumple
EQ-9234-0951,2025-07-13,Manta,Alimentos,Presión,Transmisor de presión,25.7,75.2,1012.2,0.12,0.60,395.0,No Cumple
EQ-8833-0952,2025-09-13,Guayaquil,Alimentos,Presión,Manómetro analógico,26.0,83.4,1010.2,0.11,0.12,287.0,Cumple
EQ-2853-0953,2025-09-29,Quito,Petrolero,Masa,Balanza analítica,14.8,54.8,731.0,0.027,0.014,333.0,Cumple
EQ-2106-0954,2025-12-27,Guayaquil,Manufactura,Temperatura,Estufa de incubación,25.6,79.0,1011.9,0.05,0.14,336.0,Cumple
EQ-3083-0955,2025-07-01,Cuenca,Manufactura,Volumen,Pipeta de pistón,16.6,58.3,752.1,0.009,0.013,392.0,Cumple
EQ-1065-0956,2025-09-19,Guayaquil,Alimentos,Temperatura,Termómetro digital,24.0,77.7,1013.8,0.06,0.17,360.0,Cumple
EQ-9641-0957,2025-08-25,Quito,Petrolero,Presión,Manómetro analógico,18.5,55.4,733.5,0.14,0.38,386.0,No Cumple
EQ-6096-0958,2025-12-29,Cuenca,Alimentos,Temperatura,Termocupla,13.4,66.1,751.7,0.04,0.30,368.0,Cumple
EQ-3418-0959,2025-09-20,Quito,Alimentos,Temperatura,Termocupla,14.7,63.6,733.2,0.05,0.39,306.0,Cumple
EQ-7679-0960,2025-07-01,Quito,Petrolero,Presión,Manómetro analógico,14.3,57.4,735.0,0.11,1.04,577.0,No Cumple
EQ-5129-0961,2026-01-05,Quito,Farmacéutico,Temperatura,Termocupla,17.9,53.2,731.9,0.05,0.19,332.0,No Cumple
EQ-1332-0962,2025-08-30,Guayaquil,Manufactura,Volumen,Bureta digital,23.4,77.3,1009.6,0.008,0.010,340.0,Cumple
EQ-8279-0963,2025-08-13,Cuenca,Alimentos,Volumen,Pipeta de pistón,15.6,61.2,751.9,0.008,0.014,376.0,Cumple
EQ-5841-0964,2025-11-17,Quito,Alimentos,Volumen,Bureta digital,15.0,59.9,733.6,0.010,0.035,380.0,No Cumple
EQ-3466-0965,2026-03-30,Guayaquil,Manufactura,Volumen,Pipeta de pistón,25.3,82.2,1012.0,0.009,0.017,347.0,Cumple
EQ-7244-0966,2025-09-09,Guayaquil,Alimentos,Temperatura,Termómetro digital,28.7,76.6,1008.5,0.05,0.35,472.0,Cumple
EQ-1082-0967,2026-05-04,Guayaquil,Manufactura,Volumen,Matraz aforado,25.3,70.1,1012.0,0.008,0.014,312.0,Cumple
EQ-8275-0968,2026-05-30,Guayaquil,Manufactura,Masa,Balanza de precisión,29.4,81.9,1008.6,0.028,0.052,479.0,No Cumple
EQ-2990-0969,2025.11.06,Manta,Alimentos,Presión,Vacuómetro,25.7,76.3,1012.2,0.14,0.09,349.0,Cumple
EQ-2576-0970,2025-08-29,Quito,Petrolero,Masa,Balanza de precisión,16.2,58.6,741.3,0.019,0.026,409.0,Cumple
EQ-4726-0971,2026-03-19,Quito,Farmacéutico,Masa,Balanza analítica,18.2,61.4,733.9,0.023,0.025,372.0,Cumple
EQ-6320-0972,2025-10-17,Quito,Manufactura,Volumen,Bureta digital,17.3,49.6,732.8,0.007,0.025,518.0,Cumple
